iso,start_year,end_year,domestic_annualised,sleeve_annualised,excess_pp
CHE,1929,1996,0.046686921207350185,0.06019615525798816,1.3509234050637975
CHE,1930,1997,0.0543822561307965,0.06530773394998457,1.0925477819188067
CHE,1931,1998,0.05719436599708305,0.07087198175164278,1.3677615754559724
CHE,1932,1999,0.0635648071478947,0.08068120578077398,1.7116398632879282
CHE,1933,2000,0.06299162226362243,0.07983460857259628,1.684298630897385
CHE,1934,2001,0.056728372302083496,0.07288540800150978,1.615703569942628
CHE,1935,2002,0.05289693636363557,0.06777174440464817,1.48748080410126
CHE,1936,2003,0.05763700996568,0.06916220988614108,1.1525199920461082
CHE,1937,2004,0.05223918834956809,0.06775030301548313,1.5511114665915038
CHE,1938,2005,0.05643203254381346,0.06899418666760582,1.2562154123792357
CHE,1939,2006,0.05891267672853373,0.07296606547719242,1.405338874865869
CHE,1940,2007,0.061714728976779654,0.07330147256284314,1.1586743586063486
CHE,1941,2008,0.05570864823302846,0.06056080035928679,0.48521521262583356
CHE,1942,2009,0.05660135473947303,0.06525948787637215,0.8658133136899115
CHE,1943,2010,0.05758467726484895,0.06401558824091547,0.6430910976066517
CHE,1944,2011,0.05733591833659357,0.06079693381579454,0.34610154792009684
CHE,1945,2012,0.059518502429469544,0.06272313259893281,0.3204630169463263
CHE,1946,2013,0.06081015872872175,0.06748668111905931,0.6676522390337558
CHE,1947,2014,0.06142839806129863,0.07410088466396725,1.267248660266862
CHE,1948,2015,0.061211926984156007,0.07337931719999236,1.216739021583635
CHE,1949,2016,0.06248662726809928,0.07713682112161235,1.4650193853513072
CHE,1950,2017,0.06307801250598599,0.07199995013548244,0.8921937629496446
CHE,1951,2018,0.059764651477852926,0.06778300498994194,0.8018353512089016
CHE,1952,2019,0.061733680328529994,0.06721919362689865,0.548551329836866
CHE,1953,2020,0.06159342964472159,0.06608614963023873,0.4492719985517146
DEU,1950,2017,0.08686537568157648,0.07165116417459338,-1.52142115069831
DEU,1951,2018,0.08397391503735752,0.07313134085011352,-1.0842574187243992
DEU,1952,2019,0.0758314427639144,0.07462446757820818,-0.12069751857062272
DEU,1953,2020,0.07414636144430942,0.07313463471860038,-0.1011726725709039
DNK,1916,1983,0.05098269329372673,0.058644755864610376,0.7662062570883643
DNK,1917,1984,0.04591913817566051,0.06072453041058257,1.4805392234922055
